ApplicationName,ApplicationVersion,pdf_number,chemical_formula,empirical_formula,chemical_name,xstal_system,xtldx,pressure_temperature,status,cell_a,cell_b,cell_c,cell_alpha,cell_beta,cell_gamma,z,cell_vol,cell_mv,authcovera,authaoverb,authcoverb,xtlvol,redcellvol,xtla,xtlb,xtlc,xtlal,xtlbe,xtlga,xtlcovera,xtlaoverb,xtlcoverb,redcell_a,redcell_b,redcell_c,redcell_al,redcell_be,redcell_ga,xtlz,ss,xtlsg,xtlmolwt,quality_mark,filttyp,iic,lambda,patrad,source,instrument,internal_standard,temperature,aspectn,spgr_label,spgr,color,pearson,entry_date,weight_percent,atomic_percent,sg_sym_ops,idp_column,adp_column,ani_temp_facs,subfile_indicator,cross_ref_pdf_numbers,type,reference,database_comments,crystal_properties,wave_length,chart_name,type2,theta,da,intensity,h,k,l,F
PDF-4+ 2022,4.22.0.2,00-044-0645,Bi3 P O7,Bi3 O7 P,Bismuth Phosphate,Triclinic (Anorthic),7.708,Ambient,Primary,7.0420(3),9.1962(3),5.6776(2),102.333(3),111.327(3),78.630(3),2,331.7,165.85,0.806,0.766,0.617,331.7,331.7,7.042,9.196,5.678,102.33,111.33,78.63,0.806,0.766,0.617,5.678,7.042,9.196,78.63,77.67,68.67,2,"F(30) = 150.3(0.0043, 46)",P-1 (2),769.91,Star,Ge Mono,3.3,1.5406,CuKα1,Diffractometer - Peak,Diffractometer,Si,293,2,Space Group,P-1 (2),Pale yellow,aP22.00,09/01/1994,Bi81.43 O14.55 P4.02,Bi27.27 O63.64 P9.09,,IDP,ADP,,Inorganic,04-025-0592 (Primary),Primary Reference,"Jie, Y., Eysel, W., Mineral.-Petrograph. Institut, Universitaet Heidelberg, Germany. ICDD Grant-in-Aid 1993.","General Comments: Space group from powder extinctions. Unknown peaks at d=2.4560, 3.2690 and 3.0928. Sample Preparation: Stoichiometric mixture of ''Bi2 O3'' (Alfa, ultrapure) and ''N H4 H2 P O4'' (Heraeus, >99%) heated overnight at 300 C, then at 700 C for two weeks and at 860 C for one week in an open gold crucible. Temperature of Data Collection: 293 K. Unit Cell Data Source: Powder Diffraction.",Centrosymmetric,X-ray (Cu Kα1 1.54056 Å),PDF Card - 00-044-0645.jpg,"Bi3 P O7 - 00-044-0645 (Stick, Fixed Slit Intensity)",25.174,3.53461,40,1,0,1,
PDF-4+ 2022,4.22.0.2,00-044-0645,Bi3 P O7,Bi3 O7 P,Bismuth Phosphate,Triclinic (Anorthic),7.708,Ambient,Primary,7.0420(3),9.1962(3),5.6776(2),102.333(3),111.327(3),78.630(3),2,331.7,165.85,0.806,0.766,0.617,331.7,331.7,7.042,9.196,5.678,102.33,111.33,78.63,0.806,0.766,0.617,5.678,7.042,9.196,78.63,77.67,68.67,2,"F(30) = 150.3(0.0043, 46)",P-1 (2),769.91,Star,Ge Mono,3.3,1.5406,CuKα1,Diffractometer - Peak,Diffractometer,Si,293,2,Space Group,P-1 (2),Pale yellow,aP22.00,09/01/1994,Bi81.43 O14.55 P4.02,Bi27.27 O63.64 P9.09,,IDP,ADP,,Inorganic,04-025-0592 (Primary),Primary Reference,"Jie, Y., Eysel, W., Mineral.-Petrograph. Institut, Universitaet Heidelberg, Germany. ICDD Grant-in-Aid 1993.","General Comments: Space group from powder extinctions. Unknown peaks at d=2.4560, 3.2690 and 3.0928. Sample Preparation: Stoichiometric mixture of ''Bi2 O3'' (Alfa, ultrapure) and ''N H4 H2 P O4'' (Heraeus, >99%) heated overnight at 300 C, then at 700 C for two weeks and at 860 C for one week in an open gold crucible. Temperature of Data Collection: 293 K. Unit Cell Data Source: Powder Diffraction.",Centrosymmetric,X-ray (Cu Kα1 1.54056 Å),PDF Card - 00-044-0645.jpg,"Bi3 P O7 - 00-044-0645 (Stick, Fixed Slit Intensity)",25.663,3.46836,25,1,-2,0,
PDF-4+ 2022,4.22.0.2,00-044-0645,Bi3 P O7,Bi3 O7 P,Bismuth Phosphate,Triclinic (Anorthic),7.708,Ambient,Primary,7.0420(3),9.1962(3),5.6776(2),102.333(3),111.327(3),78.630(3),2,331.7,165.85,0.806,0.766,0.617,331.7,331.7,7.042,9.196,5.678,102.33,111.33,78.63,0.806,0.766,0.617,5.678,7.042,9.196,78.63,77.67,68.67,2,"F(30) = 150.3(0.0043, 46)",P-1 (2),769.91,Star,Ge Mono,3.3,1.5406,CuKα1,Diffractometer - Peak,Diffractometer,Si,293,2,Space Group,P-1 (2),Pale yellow,aP22.00,09/01/1994,Bi81.43 O14.55 P4.02,Bi27.27 O63.64 P9.09,,IDP,ADP,,Inorganic,04-025-0592 (Primary),Primary Reference,"Jie, Y., Eysel, W., Mineral.-Petrograph. Institut, Universitaet Heidelberg, Germany. ICDD Grant-in-Aid 1993.","General Comments: Space group from powder extinctions. Unknown peaks at d=2.4560, 3.2690 and 3.0928. Sample Preparation: Stoichiometric mixture of ''Bi2 O3'' (Alfa, ultrapure) and ''N H4 H2 P O4'' (Heraeus, >99%) heated overnight at 300 C, then at 700 C for two weeks and at 860 C for one week in an open gold crucible. Temperature of Data Collection: 293 K. Unit Cell Data Source: Powder Diffraction.",Centrosymmetric,X-ray (Cu Kα1 1.54056 Å),PDF Card - 00-044-0645.jpg,"Bi3 P O7 - 00-044-0645 (Stick, Fixed Slit Intensity)",26.494,3.36143,4,-2,-1,1,
PDF-4+ 2022,4.22.0.2,00-044-0645,Bi3 P O7,Bi3 O7 P,Bismuth Phosphate,Triclinic (Anorthic),7.708,Ambient,Primary,7.0420(3),9.1962(3),5.6776(2),102.333(3),111.327(3),78.630(3),2,331.7,165.85,0.806,0.766,0.617,331.7,331.7,7.042,9.196,5.678,102.33,111.33,78.63,0.806,0.766,0.617,5.678,7.042,9.196,78.63,77.67,68.67,2,"F(30) = 150.3(0.0043, 46)",P-1 (2),769.91,Star,Ge Mono,3.3,1.5406,CuKα1,Diffractometer - Peak,Diffractometer,Si,293,2,Space Group,P-1 (2),Pale yellow,aP22.00,09/01/1994,Bi81.43 O14.55 P4.02,Bi27.27 O63.64 P9.09,,IDP,ADP,,Inorganic,04-025-0592 (Primary),Primary Reference,"Jie, Y., Eysel, W., Mineral.-Petrograph. Institut, Universitaet Heidelberg, Germany. ICDD Grant-in-Aid 1993.","General Comments: Space group from powder extinctions. Unknown peaks at d=2.4560, 3.2690 and 3.0928. Sample Preparation: Stoichiometric mixture of ''Bi2 O3'' (Alfa, ultrapure) and ''N H4 H2 P O4'' (Heraeus, >99%) heated overnight at 300 C, then at 700 C for two weeks and at 860 C for one week in an open gold crucible. Temperature of Data Collection: 293 K. Unit Cell Data Source: Powder Diffraction.",Centrosymmetric,X-ray (Cu Kα1 1.54056 Å),PDF Card - 00-044-0645.jpg,"Bi3 P O7 - 00-044-0645 (Stick, Fixed Slit Intensity)",26.803,3.32338,50,1,-1,1,
PDF-4+ 2022,4.22.0.2,00-044-0645,Bi3 P O7,Bi3 O7 P,Bismuth Phosphate,Triclinic (Anorthic),7.708,Ambient,Primary,7.0420(3),9.1962(3),5.6776(2),102.333(3),111.327(3),78.630(3),2,331.7,165.85,0.806,0.766,0.617,331.7,331.7,7.042,9.196,5.678,102.33,111.33,78.63,0.806,0.766,0.617,5.678,7.042,9.196,78.63,77.67,68.67,2,"F(30) = 150.3(0.0043, 46)",P-1 (2),769.91,Star,Ge Mono,3.3,1.5406,CuKα1,Diffractometer - Peak,Diffractometer,Si,293,2,Space Group,P-1 (2),Pale yellow,aP22.00,09/01/1994,Bi81.43 O14.55 P4.02,Bi27.27 O63.64 P9.09,,IDP,ADP,,Inorganic,04-025-0592 (Primary),Primary Reference,"Jie, Y., Eysel, W., Mineral.-Petrograph. Institut, Universitaet Heidelberg, Germany. ICDD Grant-in-Aid 1993.","General Comments: Space group from powder extinctions. Unknown peaks at d=2.4560, 3.2690 and 3.0928. Sample Preparation: Stoichiometric mixture of ''Bi2 O3'' (Alfa, ultrapure) and ''N H4 H2 P O4'' (Heraeus, >99%) heated overnight at 300 C, then at 700 C for two weeks and at 860 C for one week in an open gold crucible. Temperature of Data Collection: 293 K. Unit Cell Data Source: Powder Diffraction.",Centrosymmetric,X-ray (Cu Kα1 1.54056 Å),PDF Card - 00-044-0645.jpg,"Bi3 P O7 - 00-044-0645 (Stick, Fixed Slit Intensity)",26.973,3.30282,100,-2,0,1,
PDF-4+ 2022,4.22.0.2,00-044-0645,Bi3 P O7,Bi3 O7 P,Bismuth Phosphate,Triclinic (Anorthic),7.708,Ambient,Primary,7.0420(3),9.1962(3),5.6776(2),102.333(3),111.327(3),78.630(3),2,331.7,165.85,0.806,0.766,0.617,331.7,331.7,7.042,9.196,5.678,102.33,111.33,78.63,0.806,0.766,0.617,5.678,7.042,9.196,78.63,77.67,68.67,2,"F(30) = 150.3(0.0043, 46)",P-1 (2),769.91,Star,Ge Mono,3.3,1.5406,CuKα1,Diffractometer - Peak,Diffractometer,Si,293,2,Space Group,P-1 (2),Pale yellow,aP22.00,09/01/1994,Bi81.43 O14.55 P4.02,Bi27.27 O63.64 P9.09,,IDP,ADP,,Inorganic,04-025-0592 (Primary),Primary Reference,"Jie, Y., Eysel, W., Mineral.-Petrograph. Institut, Universitaet Heidelberg, Germany. ICDD Grant-in-Aid 1993.","General Comments: Space group from powder extinctions. Unknown peaks at d=2.4560, 3.2690 and 3.0928. Sample Preparation: Stoichiometric mixture of ''Bi2 O3'' (Alfa, ultrapure) and ''N H4 H2 P O4'' (Heraeus, >99%) heated overnight at 300 C, then at 700 C for two weeks and at 860 C for one week in an open gold crucible. Temperature of Data Collection: 293 K. Unit Cell Data Source: Powder Diffraction.",Centrosymmetric,X-ray (Cu Kα1 1.54056 Å),PDF Card - 00-044-0645.jpg,"Bi3 P O7 - 00-044-0645 (Stick, Fixed Slit Intensity)",27.432,3.24859,4,1,1,1,
PDF-4+ 2022,4.22.0.2,00-044-0645,Bi3 P O7,Bi3 O7 P,Bismuth Phosphate,Triclinic (Anorthic),7.708,Ambient,Primary,7.0420(3),9.1962(3),5.6776(2),102.333(3),111.327(3),78.630(3),2,331.7,165.85,0.806,0.766,0.617,331.7,331.7,7.042,9.196,5.678,102.33,111.33,78.63,0.806,0.766,0.617,5.678,7.042,9.196,78.63,77.67,68.67,2,"F(30) = 150.3(0.0043, 46)",P-1 (2),769.91,Star,Ge Mono,3.3,1.5406,CuKα1,Diffractometer - Peak,Diffractometer,Si,293,2,Space Group,P-1 (2),Pale yellow,aP22.00,09/01/1994,Bi81.43 O14.55 P4.02,Bi27.27 O63.64 P9.09,,IDP,ADP,,Inorganic,04-025-0592 (Primary),Primary Reference,"Jie, Y., Eysel, W., Mineral.-Petrograph. Institut, Universitaet Heidelberg, Germany. ICDD Grant-in-Aid 1993.","General Comments: Space group from powder extinctions. Unknown peaks at d=2.4560, 3.2690 and 3.0928. Sample Preparation: Stoichiometric mixture of ''Bi2 O3'' (Alfa, ultrapure) and ''N H4 H2 P O4'' (Heraeus, >99%) heated overnight at 300 C, then at 700 C for two weeks and at 860 C for one week in an open gold crucible. Temperature of Data Collection: 293 K. Unit Cell Data Source: Powder Diffraction.",Centrosymmetric,X-ray (Cu Kα1 1.54056 Å),PDF Card - 00-044-0645.jpg,"Bi3 P O7 - 00-044-0645 (Stick, Fixed Slit Intensity)",28.249,3.15647,90,0,2,1,
PDF-4+ 2022,4.22.0.2,00-044-0645,Bi3 P O7,Bi3 O7 P,Bismuth Phosphate,Triclinic (Anorthic),7.708,Ambient,Primary,7.0420(3),9.1962(3),5.6776(2),102.333(3),111.327(3),78.630(3),2,331.7,165.85,0.806,0.766,0.617,331.7,331.7,7.042,9.196,5.678,102.33,111.33,78.63,0.806,0.766,0.617,5.678,7.042,9.196,78.63,77.67,68.67,2,"F(30) = 150.3(0.0043, 46)",P-1 (2),769.91,Star,Ge Mono,3.3,1.5406,CuKα1,Diffractometer - Peak,Diffractometer,Si,293,2,Space Group,P-1 (2),Pale yellow,aP22.00,09/01/1994,Bi81.43 O14.55 P4.02,Bi27.27 O63.64 P9.09,,IDP,ADP,,Inorganic,04-025-0592 (Primary),Primary Reference,"Jie, Y., Eysel, W., Mineral.-Petrograph. Institut, Universitaet Heidelberg, Germany. ICDD Grant-in-Aid 1993.","General Comments: Space group from powder extinctions. Unknown peaks at d=2.4560, 3.2690 and 3.0928. Sample Preparation: Stoichiometric mixture of ''Bi2 O3'' (Alfa, ultrapure) and ''N H4 H2 P O4'' (Heraeus, >99%) heated overnight at 300 C, then at 700 C for two weeks and at 860 C for one week in an open gold crucible. Temperature of Data Collection: 293 K. Unit Cell Data Source: Powder Diffraction.",Centrosymmetric,X-ray (Cu Kα1 1.54056 Å),PDF Card - 00-044-0645.jpg,"Bi3 P O7 - 00-044-0645 (Stick, Fixed Slit Intensity)",30.071,2.96924,6m,0,3,0,
PDF-4+ 2022,4.22.0.2,00-044-0645,Bi3 P O7,Bi3 O7 P,Bismuth Phosphate,Triclinic (Anorthic),7.708,Ambient,Primary,7.0420(3),9.1962(3),5.6776(2),102.333(3),111.327(3),78.630(3),2,331.7,165.85,0.806,0.766,0.617,331.7,331.7,7.042,9.196,5.678,102.33,111.33,78.63,0.806,0.766,0.617,5.678,7.042,9.196,78.63,77.67,68.67,2,"F(30) = 150.3(0.0043, 46)",P-1 (2),769.91,Star,Ge Mono,3.3,1.5406,CuKα1,Diffractometer - Peak,Diffractometer,Si,293,2,Space Group,P-1 (2),Pale yellow,aP22.00,09/01/1994,Bi81.43 O14.55 P4.02,Bi27.27 O63.64 P9.09,,IDP,ADP,,Inorganic,04-025-0592 (Primary),Primary Reference,"Jie, Y., Eysel, W., Mineral.-Petrograph. Institut, Universitaet Heidelberg, Germany. ICDD Grant-in-Aid 1993.","General Comments: Space group from powder extinctions. Unknown peaks at d=2.4560, 3.2690 and 3.0928. Sample Preparation: Stoichiometric mixture of ''Bi2 O3'' (Alfa, ultrapure) and ''N H4 H2 P O4'' (Heraeus, >99%) heated overnight at 300 C, then at 700 C for two weeks and at 860 C for one week in an open gold crucible. Temperature of Data Collection: 293 K. Unit Cell Data Source: Powder Diffraction.",Centrosymmetric,X-ray (Cu Kα1 1.54056 Å),PDF Card - 00-044-0645.jpg,"Bi3 P O7 - 00-044-0645 (Stick, Fixed Slit Intensity)",30.071,2.96924,6m,-1,2,1,
PDF-4+ 2022,4.22.0.2,00-044-0645,Bi3 P O7,Bi3 O7 P,Bismuth Phosphate,Triclinic (Anorthic),7.708,Ambient,Primary,7.0420(3),9.1962(3),5.6776(2),102.333(3),111.327(3),78.630(3),2,331.7,165.85,0.806,0.766,0.617,331.7,331.7,7.042,9.196,5.678,102.33,111.33,78.63,0.806,0.766,0.617,5.678,7.042,9.196,78.63,77.67,68.67,2,"F(30) = 150.3(0.0043, 46)",P-1 (2),769.91,Star,Ge Mono,3.3,1.5406,CuKα1,Diffractometer - Peak,Diffractometer,Si,293,2,Space Group,P-1 (2),Pale yellow,aP22.00,09/01/1994,Bi81.43 O14.55 P4.02,Bi27.27 O63.64 P9.09,,IDP,ADP,,Inorganic,04-025-0592 (Primary),Primary Reference,"Jie, Y., Eysel, W., Mineral.-Petrograph. Institut, Universitaet Heidelberg, Germany. ICDD Grant-in-Aid 1993.","General Comments: Space group from powder extinctions. Unknown peaks at d=2.4560, 3.2690 and 3.0928. Sample Preparation: Stoichiometric mixture of ''Bi2 O3'' (Alfa, ultrapure) and ''N H4 H2 P O4'' (Heraeus, >99%) heated overnight at 300 C, then at 700 C for two weeks and at 860 C for one week in an open gold crucible. Temperature of Data Collection: 293 K. Unit Cell Data Source: Powder Diffraction.",Centrosymmetric,X-ray (Cu Kα1 1.54056 Å),PDF Card - 00-044-0645.jpg,"Bi3 P O7 - 00-044-0645 (Stick, Fixed Slit Intensity)",31.002,2.88217,50,-1,-3,1,
PDF-4+ 2022,4.22.0.2,00-044-0645,Bi3 P O7,Bi3 O7 P,Bismuth Phosphate,Triclinic (Anorthic),7.708,Ambient,Primary,7.0420(3),9.1962(3),5.6776(2),102.333(3),111.327(3),78.630(3),2,331.7,165.85,0.806,0.766,0.617,331.7,331.7,7.042,9.196,5.678,102.33,111.33,78.63,0.806,0.766,0.617,5.678,7.042,9.196,78.63,77.67,68.67,2,"F(30) = 150.3(0.0043, 46)",P-1 (2),769.91,Star,Ge Mono,3.3,1.5406,CuKα1,Diffractometer - Peak,Diffractometer,Si,293,2,Space Group,P-1 (2),Pale yellow,aP22.00,09/01/1994,Bi81.43 O14.55 P4.02,Bi27.27 O63.64 P9.09,,IDP,ADP,,Inorganic,04-025-0592 (Primary),Primary Reference,"Jie, Y., Eysel, W., Mineral.-Petrograph. Institut, Universitaet Heidelberg, Germany. ICDD Grant-in-Aid 1993.","General Comments: Space group from powder extinctions. Unknown peaks at d=2.4560, 3.2690 and 3.0928. Sample Preparation: Stoichiometric mixture of ''Bi2 O3'' (Alfa, ultrapure) and ''N H4 H2 P O4'' (Heraeus, >99%) heated overnight at 300 C, then at 700 C for two weeks and at 860 C for one week in an open gold crucible. Temperature of Data Collection: 293 K. Unit Cell Data Source: Powder Diffraction.",Centrosymmetric,X-ray (Cu Kα1 1.54056 Å),PDF Card - 00-044-0645.jpg,"Bi3 P O7 - 00-044-0645 (Stick, Fixed Slit Intensity)",31.411,2.84557,4,1,3,0,
PDF-4+ 2022,4.22.0.2,00-044-0645,Bi3 P O7,Bi3 O7 P,Bismuth Phosphate,Triclinic (Anorthic),7.708,Ambient,Primary,7.0420(3),9.1962(3),5.6776(2),102.333(3),111.327(3),78.630(3),2,331.7,165.85,0.806,0.766,0.617,331.7,331.7,7.042,9.196,5.678,102.33,111.33,78.63,0.806,0.766,0.617,5.678,7.042,9.196,78.63,77.67,68.67,2,"F(30) = 150.3(0.0043, 46)",P-1 (2),769.91,Star,Ge Mono,3.3,1.5406,CuKα1,Diffractometer - Peak,Diffractometer,Si,293,2,Space Group,P-1 (2),Pale yellow,aP22.00,09/01/1994,Bi81.43 O14.55 P4.02,Bi27.27 O63.64 P9.09,,IDP,ADP,,Inorganic,04-025-0592 (Primary),Primary Reference,"Jie, Y., Eysel, W., Mineral.-Petrograph. Institut, Universitaet Heidelberg, Germany. ICDD Grant-in-Aid 1993.","General Comments: Space group from powder extinctions. Unknown peaks at d=2.4560, 3.2690 and 3.0928. Sample Preparation: Stoichiometric mixture of ''Bi2 O3'' (Alfa, ultrapure) and ''N H4 H2 P O4'' (Heraeus, >99%) heated overnight at 300 C, then at 700 C for two weeks and at 860 C for one week in an open gold crucible. Temperature of Data Collection: 293 K. Unit Cell Data Source: Powder Diffraction.",Centrosymmetric,X-ray (Cu Kα1 1.54056 Å),PDF Card - 00-044-0645.jpg,"Bi3 P O7 - 00-044-0645 (Stick, Fixed Slit Intensity)",31.652,2.82445,30,-1,-1,2,
PDF-4+ 2022,4.22.0.2,00-044-0645,Bi3 P O7,Bi3 O7 P,Bismuth Phosphate,Triclinic (Anorthic),7.708,Ambient,Primary,7.0420(3),9.1962(3),5.6776(2),102.333(3),111.327(3),78.630(3),2,331.7,165.85,0.806,0.766,0.617,331.7,331.7,7.042,9.196,5.678,102.33,111.33,78.63,0.806,0.766,0.617,5.678,7.042,9.196,78.63,77.67,68.67,2,"F(30) = 150.3(0.0043, 46)",P-1 (2),769.91,Star,Ge Mono,3.3,1.5406,CuKα1,Diffractometer - Peak,Diffractometer,Si,293,2,Space Group,P-1 (2),Pale yellow,aP22.00,09/01/1994,Bi81.43 O14.55 P4.02,Bi27.27 O63.64 P9.09,,IDP,ADP,,Inorganic,04-025-0592 (Primary),Primary Reference,"Jie, Y., Eysel, W., Mineral.-Petrograph. Institut, Universitaet Heidelberg, Germany. ICDD Grant-in-Aid 1993.","General Comments: Space group from powder extinctions. Unknown peaks at d=2.4560, 3.2690 and 3.0928. Sample Preparation: Stoichiometric mixture of ''Bi2 O3'' (Alfa, ultrapure) and ''N H4 H2 P O4'' (Heraeus, >99%) heated overnight at 300 C, then at 700 C for two weeks and at 860 C for one week in an open gold crucible. Temperature of Data Collection: 293 K. Unit Cell Data Source: Powder Diffraction.",Centrosymmetric,X-ray (Cu Kα1 1.54056 Å),PDF Card - 00-044-0645.jpg,"Bi3 P O7 - 00-044-0645 (Stick, Fixed Slit Intensity)",31.851,2.80726,50,2,2,0,
PDF-4+ 2022,4.22.0.2,00-044-0645,Bi3 P O7,Bi3 O7 P,Bismuth Phosphate,Triclinic (Anorthic),7.708,Ambient,Primary,7.0420(3),9.1962(3),5.6776(2),102.333(3),111.327(3),78.630(3),2,331.7,165.85,0.806,0.766,0.617,331.7,331.7,7.042,9.196,5.678,102.33,111.33,78.63,0.806,0.766,0.617,5.678,7.042,9.196,78.63,77.67,68.67,2,"F(30) = 150.3(0.0043, 46)",P-1 (2),769.91,Star,Ge Mono,3.3,1.5406,CuKα1,Diffractometer - Peak,Diffractometer,Si,293,2,Space Group,P-1 (2),Pale yellow,aP22.00,09/01/1994,Bi81.43 O14.55 P4.02,Bi27.27 O63.64 P9.09,,IDP,ADP,,Inorganic,04-025-0592 (Primary),Primary Reference,"Jie, Y., Eysel, W., Mineral.-Petrograph. Institut, Universitaet Heidelberg, Germany. ICDD Grant-in-Aid 1993.","General Comments: Space group from powder extinctions. Unknown peaks at d=2.4560, 3.2690 and 3.0928. Sample Preparation: Stoichiometric mixture of ''Bi2 O3'' (Alfa, ultrapure) and ''N H4 H2 P O4'' (Heraeus, >99%) heated overnight at 300 C, then at 700 C for two weeks and at 860 C for one week in an open gold crucible. Temperature of Data Collection: 293 K. Unit Cell Data Source: Powder Diffraction.",Centrosymmetric,X-ray (Cu Kα1 1.54056 Å),PDF Card - 00-044-0645.jpg,"Bi3 P O7 - 00-044-0645 (Stick, Fixed Slit Intensity)",32.339,2.766,16,-1,0,2,
PDF-4+ 2022,4.22.0.2,00-044-0645,Bi3 P O7,Bi3 O7 P,Bismuth Phosphate,Triclinic (Anorthic),7.708,Ambient,Primary,7.0420(3),9.1962(3),5.6776(2),102.333(3),111.327(3),78.630(3),2,331.7,165.85,0.806,0.766,0.617,331.7,331.7,7.042,9.196,5.678,102.33,111.33,78.63,0.806,0.766,0.617,5.678,7.042,9.196,78.63,77.67,68.67,2,"F(30) = 150.3(0.0043, 46)",P-1 (2),769.91,Star,Ge Mono,3.3,1.5406,CuKα1,Diffractometer - Peak,Diffractometer,Si,293,2,Space Group,P-1 (2),Pale yellow,aP22.00,09/01/1994,Bi81.43 O14.55 P4.02,Bi27.27 O63.64 P9.09,,IDP,ADP,,Inorganic,04-025-0592 (Primary),Primary Reference,"Jie, Y., Eysel, W., Mineral.-Petrograph. Institut, Universitaet Heidelberg, Germany. ICDD Grant-in-Aid 1993.","General Comments: Space group from powder extinctions. Unknown peaks at d=2.4560, 3.2690 and 3.0928. Sample Preparation: Stoichiometric mixture of ''Bi2 O3'' (Alfa, ultrapure) and ''N H4 H2 P O4'' (Heraeus, >99%) heated overnight at 300 C, then at 700 C for two weeks and at 860 C for one week in an open gold crucible. Temperature of Data Collection: 293 K. Unit Cell Data Source: Powder Diffraction.",Centrosymmetric,X-ray (Cu Kα1 1.54056 Å),PDF Card - 00-044-0645.jpg,"Bi3 P O7 - 00-044-0645 (Stick, Fixed Slit Intensity)",32.85,2.72413,2,1,2,1,
PDF-4+ 2022,4.22.0.2,00-044-0645,Bi3 P O7,Bi3 O7 P,Bismuth Phosphate,Triclinic (Anorthic),7.708,Ambient,Primary,7.0420(3),9.1962(3),5.6776(2),102.333(3),111.327(3),78.630(3),2,331.7,165.85,0.806,0.766,0.617,331.7,331.7,7.042,9.196,5.678,102.33,111.33,78.63,0.806,0.766,0.617,5.678,7.042,9.196,78.63,77.67,68.67,2,"F(30) = 150.3(0.0043, 46)",P-1 (2),769.91,Star,Ge Mono,3.3,1.5406,CuKα1,Diffractometer - Peak,Diffractometer,Si,293,2,Space Group,P-1 (2),Pale yellow,aP22.00,09/01/1994,Bi81.43 O14.55 P4.02,Bi27.27 O63.64 P9.09,,IDP,ADP,,Inorganic,04-025-0592 (Primary),Primary Reference,"Jie, Y., Eysel, W., Mineral.-Petrograph. Institut, Universitaet Heidelberg, Germany. ICDD Grant-in-Aid 1993.","General Comments: Space group from powder extinctions. Unknown peaks at d=2.4560, 3.2690 and 3.0928. Sample Preparation: Stoichiometric mixture of ''Bi2 O3'' (Alfa, ultrapure) and ''N H4 H2 P O4'' (Heraeus, >99%) heated overnight at 300 C, then at 700 C for two weeks and at 860 C for one week in an open gold crucible. Temperature of Data Collection: 293 K. Unit Cell Data Source: Powder Diffraction.",Centrosymmetric,X-ray (Cu Kα1 1.54056 Å),PDF Card - 00-044-0645.jpg,"Bi3 P O7 - 00-044-0645 (Stick, Fixed Slit Intensity)",34.154,2.62305,3,-1,-2,2,
PDF-4+ 2022,4.22.0.2,00-044-0645,Bi3 P O7,Bi3 O7 P,Bismuth Phosphate,Triclinic (Anorthic),7.708,Ambient,Primary,7.0420(3),9.1962(3),5.6776(2),102.333(3),111.327(3),78.630(3),2,331.7,165.85,0.806,0.766,0.617,331.7,331.7,7.042,9.196,5.678,102.33,111.33,78.63,0.806,0.766,0.617,5.678,7.042,9.196,78.63,77.67,68.67,2,"F(30) = 150.3(0.0043, 46)",P-1 (2),769.91,Star,Ge Mono,3.3,1.5406,CuKα1,Diffractometer - Peak,Diffractometer,Si,293,2,Space Group,P-1 (2),Pale yellow,aP22.00,09/01/1994,Bi81.43 O14.55 P4.02,Bi27.27 O63.64 P9.09,,IDP,ADP,,Inorganic,04-025-0592 (Primary),Primary Reference,"Jie, Y., Eysel, W., Mineral.-Petrograph. Institut, Universitaet Heidelberg, Germany. ICDD Grant-in-Aid 1993.","General Comments: Space group from powder extinctions. Unknown peaks at d=2.4560, 3.2690 and 3.0928. Sample Preparation: Stoichiometric mixture of ''Bi2 O3'' (Alfa, ultrapure) and ''N H4 H2 P O4'' (Heraeus, >99%) heated overnight at 300 C, then at 700 C for two weeks and at 860 C for one week in an open gold crucible. Temperature of Data Collection: 293 K. Unit Cell Data Source: Powder Diffraction.",Centrosymmetric,X-ray (Cu Kα1 1.54056 Å),PDF Card - 00-044-0645.jpg,"Bi3 P O7 - 00-044-0645 (Stick, Fixed Slit Intensity)",34.302,2.61207,12,0,0,2,
PDF-4+ 2022,4.22.0.2,00-044-0645,Bi3 P O7,Bi3 O7 P,Bismuth Phosphate,Triclinic (Anorthic),7.708,Ambient,Primary,7.0420(3),9.1962(3),5.6776(2),102.333(3),111.327(3),78.630(3),2,331.7,165.85,0.806,0.766,0.617,331.7,331.7,7.042,9.196,5.678,102.33,111.33,78.63,0.806,0.766,0.617,5.678,7.042,9.196,78.63,77.67,68.67,2,"F(30) = 150.3(0.0043, 46)",P-1 (2),769.91,Star,Ge Mono,3.3,1.5406,CuKα1,Diffractometer - Peak,Diffractometer,Si,293,2,Space Group,P-1 (2),Pale yellow,aP22.00,09/01/1994,Bi81.43 O14.55 P4.02,Bi27.27 O63.64 P9.09,,IDP,ADP,,Inorganic,04-025-0592 (Primary),Primary Reference,"Jie, Y., Eysel, W., Mineral.-Petrograph. Institut, Universitaet Heidelberg, Germany. ICDD Grant-in-Aid 1993.","General Comments: Space group from powder extinctions. Unknown peaks at d=2.4560, 3.2690 and 3.0928. Sample Preparation: Stoichiometric mixture of ''Bi2 O3'' (Alfa, ultrapure) and ''N H4 H2 P O4'' (Heraeus, >99%) heated overnight at 300 C, then at 700 C for two weeks and at 860 C for one week in an open gold crucible. Temperature of Data Collection: 293 K. Unit Cell Data Source: Powder Diffraction.",Centrosymmetric,X-ray (Cu Kα1 1.54056 Å),PDF Card - 00-044-0645.jpg,"Bi3 P O7 - 00-044-0645 (Stick, Fixed Slit Intensity)",34.797,2.57604,40,1,-3,0,
